0,,"――そうですか、残念です
ではせめてこれをお持ち下さい","Oh, I see. That's too bad. Well, please at least
take this with you.",ui\00_message\npc\base\n9011.gmd,\npc\n9011.arc,n9011.arc,1,,,,,,,,,
0,,"そうそう、覚者さん！
ちょっとお願いしたい事があるんだ","Ah, Arisen!
Tenho um favor pra te pedir.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,0,,,,,,,,,
0,,"覚者の知り合いが神殿の《商店区》に
新設された《クラン拠点》へ向かったんだが
何の説明も聞かずに行っちゃってね","Um conhecido seu foi para a
nova 《Base do Clã》 no
《Distrito Comercial》 do templo,
sem ouvir nenhuma explicação.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,1,,,,,,,,,
0,,"たぶん門前払いにあって入れないと思うんだ
助けてやりたいんだが、わたしは見てのとおり――
ココの仕事が忙しくてさ","Acho que vai ser barrado na porta.
Queria ajudar, mas como pode ver,
estou ocupada aqui.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,2,,,,,,,,,
0,,"代わりに《クラン拠点》の使い方について
教えてやってくれないかな
何、そんなに難しいことじゃないよ！","Você poderia explicar pra ele
como funciona a 《Base do Clã》?
Não é nada complicado!",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,3,,,,,,,,,
0,,"で――さっそくなんだが
《クラン拠点》について知る上で
《クランクエストボード》がここに
新設されたから確認してみておくれ","Então, pra começar:
foi instalado aqui um 《Quadro de
Missões do Clã》, verifique ele.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,4,,,,,,,,,
0,,"《クラン拠点》について知る上で
まずは《クランクエストボード》がここに
新設されたから確認してみておくれ","Primeiro, dê uma olhada no
novo 《Quadro de Missões do Clã》 aqui.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,5,,,,,,,,,
0,,"ボードの存在は確認できたようだね
――もし君がクランに入っていない場合は
どんなクエストがあるかわからなかったと思うけど
クランに入ればわかるようになるからさ！","Viu o quadro?  
Se não estiver em um clã, não verá
as missões.  
Entre em um clã e elas aparecerão.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,6,,,,,,,,,
0,,"さて、それじゃ説明するよ――
《クラン拠点》を利用するには
条件が３つあるんだ","Certo, vamos à explicação:
existem 3 requisitos para usar
a 《Base do Clã》.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,7,,,,,,,,,
0,,"１つは、どこかのクランに所属すること――
２つめは、《クランレベル》を
一定以上に上げること――
最後に、クランマスターが利用申請を出すこと！","1. Fazer parte de um clã.  
2. Aumentar o 《Nível do Clã》 até um certo ponto.  
3. O mestre do clã deve enviar a solicitação de uso.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,8,,,,,,,,,
0,,"《クランレベル》を上げるためには
さっきの《クランクエストボード》に並ぶクエストを
こなしてポイントを稼ぐ必要があるのさ","Para subir o nível do clã, complete
as missões do 《Quadro de Missões》
para ganhar pontos.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,9,,,,,,,,,
0,,"あ、ちなみに
稼いだ《クランポイント》は
自分の《クランステータス》で確認できるよ","Ah, e os pontos ganhos podem ser
vistos no seu 《Status do Clã》.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,10,,,,,,,,,
0,,"所属するクランの《クランレベル》が十分なのに
まだ《クラン拠点》に入れないようなら
クランマスターに早く申請を出すよう頼むことだね","Se o nível do clã for suficiente mas
a base ainda estiver bloqueada,
peça para o mestre enviar o pedido.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,11,,,,,,,,,
0,,"利用申請が通ると、晴れて
そのクランのメンバー全員が
自由に《クラン拠点》を
出入りできるようになるのさ","Quando o pedido for aprovado,
todos os membros terão acesso
livre à 《Base do Clã》.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,12,,,,,,,,,
0,,"うーん、ちょっと細かく説明しすぎたかな――
まぁ、足りないよりはいいだろう
説明は以上だ、彼に伝えてやってくれ
頼んだよ","Talvez tenha explicado demais,
mas é melhor sobrar do que faltar.
Explique isso pra ele, por favor.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,13,,,,,,,,,
0,,"うーん――彼、さっきの説明でわかるかな
もしもわかっていないようなら
直接わたしのところまで連れてきてくれ","Será que ele entendeu?
Se não, traga-o aqui direto.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,14,,,,,,,,,
0,,"いや、ココに来てもらうよりも
クランのメンバーに聞いてもらった方が
早いかもしれないな","Ou melhor, talvez seja mais rápido
perguntar para os membros do clã.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,15,,,,,,,,,
0,,"ん？　何か用か？
――キビザからの使いだと？","Hm? Precisa de algo?
Veio da parte de Kibiza?",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,16,,,,,,,,,
0,,"これはちょうどいい――
実は、この先にクラン拠点が新設されたんだが
施設の連中から資格がないと門前払いされたんだ！","Que bom que veio —
fizeram uma nova base de clã ali adiante,
mas fui barrado por falta de qualificação!",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,17,,,,,,,,,
0,,"確かにそそっかしいところはあるが
俺だって白竜に仕える覚者だ！
覚者なら自由に《クラン拠点》を
使えるんじゃないのか！？","Ok, talvez eu seja apressado,
mas sirvo ao Dragão Branco!
Um Arisen não deveria poder usar
a 《Base do Clã》 livremente?",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,18,,,,,,,,,
0,,"何――ふむふむ――
――そうだったのか！","O quê? Hmm…
Ah, entendi!",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,19,,,,,,,,,
0,,"俺が所属するクランの
《クランレベル》は十分なはず――
さっそく、クランマスターに
《クラン拠点》の利用申請をするよう頼みに行くか！","Meu clã já deve ter nível suficiente.
Vou pedir ao mestre para solicitar
o uso da 《Base do Clã》 agora!",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,20,,,,,,,,,
0,,"伝言、ありがとよ！
そういえば、お前は《クラン拠点》を使ってるのか？
まだなら――早目に使い始めた方がいいぜ
何でも、色んな恩恵が受けられるらしいからな","Valeu pelo recado!
Você já usa a 《Base do Clã》?
Se não, comece logo — dizem que
traz muitos benefícios.",ui\00_message\quest\q60200005.gmd,\quest\q60200005.arc,q60200005.arc,21,,,,,,,,,
0,,"しっかりと準備はしてきたか？
腕に自信がないなら
安請け合いしない方が身のためだぞ
何事も適したタイミングってものがあるからな","Está bem preparado?
Se não confia na sua força,
é melhor não aceitar de leve.
Tudo tem seu momento certo.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,0,,,,,,,,,
0,,"今回調査してもらうダンジョンは、魔赤島にある
《不浄の掃き溜め》
《氷気の遺路》
《群像の岩屋》
この３か所だ","Os alvos de hoje ficam em Ma Seki:
'Depósito Impuro',
'Caminho Gélido'
e 'Caverna das Faces'.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,1,,,,,,,,,
0,,"アーク裏層と同様、エリアマスターに
認められなければ入れない場所もあるからな
まずは魔赤島のランクアップを目指すことだ","Como na Subcamada do Ark,
há locais que exigem aprovação.
Suba o rank em Ma Seki primeiro.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,2,,,,,,,,,
0,,"ちなみに、３ヶ所全てを調査する必要はない――
どこか１ヶ所で、最奥の宝箱を調査したら
報告に戻ってくるんだ","Não precisa explorar os três.
Basta abrir o baú final
em um deles e voltar.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,3,,,,,,,,,
0,,"いいか、もう一度説明するぞ
これからいう探査地を調査しつつ
最奥の宝箱を調査する――","Atenção, vou repetir:
explore o local e examine
o baú no fundo.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,4,,,,,,,,,
0,,"これだけだ
どうだ、簡単だろう？
もっとも、相応の力があればの話だがな","Só isso.
Fácil, não?
Se tiver força suficiente.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,5,,,,,,,,,
0,,"今回調査してもらうダンジョンは、魔赤島にある
《不浄の掃き溜め》
《氷気の遺路》
《群像の岩屋》
この３か所だ","Os alvos de hoje ficam em Ma Seki:
'Depósito Impuro',
'Caminho Gélido'
e 'Caverna das Faces'.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,6,,,,,,,,,
0,,"アーク裏層と同様、エリアマスターに
認められなければ入れない場所もあるからな
まずは魔赤島のランクアップを目指すんだ","Como na Subcamada do Ark,
há locais que exigem aprovação.
Suba o rank em Ma Seki primeiro.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,7,,,,,,,,,
0,,"３ヶ所全てを調査する必要はない――
どこか１ヶ所で、最奥の宝箱を調査したら
俺に報告しろ","Não precisa explorar todos.
Abra o baú final
em um e me avise.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,8,,,,,,,,,
0,,"ふふふ、無事に帰ってきたか――
中々やるじゃないか","Heh, voltou vivo.
Nada mal.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,9,,,,,,,,,
0,,"今回はダンジョンの場所を教えてやったが
次からは《スポット情報》を見れば
どのダンジョンにどの素材があるか
確認をすることが出来るぞ","Hoje te mostrei o local.
Depois, use 'Info de Spot'
pra saber que material
há em cada masmorra.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,10,,,,,,,,,
0,,"この先も覚者として生きていくなら
覚えておいて損はないだろう
もっとも、覚者の記憶が""いつまで""残るのかは
俺も知らないが――","Se quer viver como Arisen,
guarde bem isso.
Mas... até quando
Arisen lembra, não sei.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,11,,,,,,,,,
0,,"もう一つ教えておいてやろう
宝箱を調査して集めた素材で作った装備品は
今後必ず役に立つ時が来る","Mais uma coisa:
equipamentos feitos com
materiais de baús
serão úteis um dia.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,12,,,,,,,,,
0,,"何度も調査を繰り返して素材を集め
武器を強化しておくことだな
過去の積み重ねが未来を創る、というわけだ","Repita as buscas, colete materiais
e fortaleça suas armas.
O passado forja o futuro.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,13,,,,,,,,,
0,,"例の島で発見された魔物の調査が進んだら
お前にもその討伐依頼がくるだろう
それまでにしっかり準備を進めておくことだ
今回はご苦労さん、といったところか","Quando avançar a pesquisa
dos monstros da ilha,
receberá a missão de caça.
Até lá, prepare-se bem.
Bom trabalho hoje.",ui\00_message\quest\q60200006.gmd,\quest\q60200006.arc,q60200006.arc,14,,,,,,,,,
0,,"よう、ダンジョンの宝箱調査は続けてるか？
また新しい場所の調査依頼があるんだが
この前より難易度が上がっている","Ei, ainda investigando baús?
Tenho novas áreas pra você,
mas serão mais difíceis
que da última vez.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,0,,,,,,,,,
0,,"腕に自信が無ければ無理に引き受けなくてもいい
自分の力量を把握しておくのは
長く冒険を続ける上で大切なことだ
偉大な冒険家ほど、ここを重視する――","Se não confia na força,
não aceite à toa.
Conhecer seus limites
é vital pra durar na aventura.
Os grandes prezam isso.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,1,,,,,,,,,
0,,"ま、やることは前回と同じなんだがな
ダンジョンに潜って、最奥の
宝箱を調査して帰ってくる
――単純だろう？","O trabalho é igual ao último:
entre na masmorra,
examine o baú final
e volte.
Simples, não?",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,2,,,,,,,,,
0,,"今回の調査候補地は
魔赤島の《せせらぎの地下聖堂》
　　　　《小塔傍の枯れ井戸》
ミスリウ深部にある《霧幻のテラス》","Locais desta vez:
Em Ma Seki: 'Santuário do Sussurro'
e 'Poço Seco da Torre'.
Em Misliu: 'Terraço da Névoa'.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,3,,,,,,,,,
0,,"ボルドにある《灼熱の封鎖道》
バートランドにある《罪人の修獄》
この５カ所だ","Em Bord: 'Caminho Selado Ardente'.
Em Bartrand: 'Prisão dos Pecadores'.
São cinco locais.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,4,,,,,,,,,
0,,"ここでは前回の３か所よりも、よりランクの高い
素材が採れるって噂だ
ただし、魔物もそれなりの強さだが、な","Dizem que aqui
há materiais melhores
que nos três da última vez.
Mas monstros mais fortes também.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,5,,,,,,,,,
0,,"５ヶ所のうち、１ヶ所の宝箱を調査できたら
俺のところに報告にきてくれ","Abra o baú de um dos cinco
e volte pra me contar.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,6,,,,,,,,,
0,,"いいか、もう一度説明するぞ
これからいう５ヶ所の調査候補地の中から
１ヶ所を選んで最奥の宝箱を調べてくるんだ","Atenção, repito:
escolha um dos cinco locais
e investigue o baú final.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,7,,,,,,,,,
0,,"候補地は
魔赤島の《せせらぎの地下聖堂》
　　　　《小塔傍の枯れ井戸》
ミスリウ深部にある《霧幻のテラス》","Locais:
Em Ma Seki: 'Santuário do Sussurro'
e 'Poço Seco da Torre'.
Em Misliu: 'Terraço da Névoa'.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,8,,,,,,,,,
0,,"ボルドにある《灼熱の封鎖道》
バートランドにある《罪人の修獄》
この５カ所だ","Em Bord: 'Caminho Selado Ardente'.
Em Bartrand: 'Prisão dos Pecadores'.
Cinco locais ao todo.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,9,,,,,,,,,
0,,"ここでは前回の３ヶ所よりも、よりランクの高い
素材が採れるって噂だぜ
ただし、魔物もそれなりの強さだが、な","Falam que aqui
os materiais são melhores
que nos três da última vez.
Mas monstros fortes também.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,10,,,,,,,,,
0,,"５カ所のうち、１か所の宝箱を調査できたら
俺のところに報告にきてくれ","Abra o baú de um dos cinco
e venha me contar.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,11,,,,,,,,,
0,,"よし、無事に調査をしてきたか
お前の白竜様への忠誠心が見てとれるようだな","Hm, voltou vivo.
Vejo sua lealdade ao Dragão Branco.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,12,,,,,,,,,
0,,"今回もダンジョンの場所を教えてやったが
次からは《スポット情報》を見れば
どのダンジョンにどの素材があるか
確認をすることが出来るから覚えておくんだ","Hoje indiquei os locais,
mas depois use 'Info de Spot'
pra saber que material
há em cada masmorra.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,13,,,,,,,,,
0,,"今まで集めた素材で作った装備品でなら
例の強敵とも互角に戦えるだろう","Com o equipamento feito
dos materiais que juntou,
poderá enfrentar o tal inimigo.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,14,,,,,,,,,
0,,"エクストリームミッションに参戦するなら
くれぐれも装備品の準備を怠るなよ
でなければ、戦うどころか
まともに立っていることすらできないと思え","Se for na Missão Extrema,
não negligencie o preparo.
Sem isso, nem de pé
vai conseguir ficar.",ui\00_message\quest\q60200007.gmd,\quest\q60200007.arc,q60200007.arc,15,,,,,,,,,
0,,"よう、その後どうだ？
ダンジョンの探索は続けてるか？","Ei, como vai?
Segue explorando as masmorras?",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,0,,,,,,,,,
0,,"またお前に新たな調査の依頼があるんだが――
そうだ、やることは一緒だ
お前のことだ、引き受けてくれるんだろう？","Tenho outra missão pra você.
Sim, é o mesmo trabalho.
Aposto que vai aceitar.",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,1,,,,,,,,,
0,,"今回の調査地候補は
魔赤島にある《橋向かいの坑道》
バートランド北部にある《ガルドノック廃水廊》
ザンドラ東部にある《幽玄の霊堂》
この３ヶ所だ","Locais desta vez:
Em Ma Seki: 'Mina Após a Ponte'.
Norte de Bartrand: 'Galeria de Galdnok'.
Leste de Zandra: 'Templo Etéreo'.",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,2,,,,,,,,,
0,,"今回も、エリアマスターのご機嫌を取らなければ
入れない場所があるようだな
各地のエリアランクを上げておくのを忘れずにな","Como antes, alguns lugares
precisam da aprovação
do Mestre da Área.
Não esqueça de subir o rank.",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,3,,,,,,,,,
0,,"もう３度目だからわかっているだろうが
３ヶ所全てを調査する必要はない
どこか１ヶ所で、最奥の宝箱を調査したら
俺に報告するんだ、いいな","Já é a terceira vez.
Não precisa investigar os três.
Abra o baú final de um
e me reporte. Certo?",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,4,,,,,,,,,
0,,"いいか、もう一度説明するぞ
これから言う調査地に潜り
最奥の宝箱を調査する
――お前がやるのはこれだけだ","Atenção, vou repetir:
entre no local indicado,
examine o baú final.
É só isso.",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,5,,,,,,,,,
0,,"今回の調査地候補は
魔赤島にある《橋向かいの坑道》
バートランド北部にある《ガルドノック廃水廊》
ザンドラ東部にある《幽玄の霊堂》
この３ヶ所だ","Locais desta vez:
Em Ma Seki: 'Mina Após a Ponte'.
Norte de Bartrand: 'Galeria de Galdnok'.
Leste de Zandra: 'Templo Etéreo'.",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,6,,,,,,,,,
0,,"各地のエリアマスターのご機嫌をとっておくのを
忘れないようにな","Não esqueça de agradar
os Mestres das Áreas.",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,7,,,,,,,,,
0,,"毎度のことだが、３ヶ所全てを調査する必要はない
どこか１ヶ所で、最奥の宝箱を調査したら
俺に報告するんだ、いいな","Como sempre, não precisa
explorar os três locais.
Abra o baú final de um
e me avise. Entendido?",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,8,,,,,,,,,
0,,よし、今回もつつがなく調査を終えたようだな,"Bom, parece que completou
a missão sem problemas.",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,9,,,,,,,,,
0,,"次回はさらに難易度の高い調査地の依頼が来るだろう
困難を乗り越える者の眼前には
より高い壁が打ち立てられるのが常だ","Na próxima, a missão
será ainda mais difícil.
Quem supera um desafio
encontra outro maior.",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,10,,,,,,,,,
0,,"何せ神殿がそれを望んでるんだ――
もしくはお前自身が望んでいるのかも知れないが――
俺はとにかく手筈を整えるだけだ","O templo quer assim...
ou talvez você mesmo queira.
Eu só preparo o caminho.",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,11,,,,,,,,,
0,,"それと、前にも言ったかもしれないが
《スポット情報》を見れば
どのダンジョンにどの素材があるか
確認をすることが出来るから覚えておくんだな","Como já disse antes,
'Info de Spot' mostra
que material há
em cada masmorra.",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,12,,,,,,,,,
0,,"宝箱を調査して集めた素材で作った装備品は
今後必ず役に立つ時が来る
何度も調査を繰り返して素材を集め、武器を強化しろ
――未来は過去の積み重ねだ","Equipamentos feitos com
materiais de baús
serão úteis um dia.
Repita a busca e fortaleça armas.
O futuro é feito do passado.",ui\00_message\quest\q60200008.gmd,\quest\q60200008.arc,q60200008.arc,13,,,,,,,,,
0,,"よう、ダンジョンの宝箱調査は続けているか？
また新しい場所の調査依頼があるんだが
例に漏れず、前回よりも難易度が上がっている","Ei, ainda explorando baús?
Tenho nova missão pra você.
Como sempre, mais difícil
que a última.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,0,,,,,,,,,
0,,"腕に自信が無ければ、力を蓄えてからにしろ
キャンセルしたければ《クエスト破棄》で
いつでも無かったことにしてもいいんだ","Se não confia na força,
espere e treine.
Ou cancele em 'Abandonar Missão'
a qualquer momento.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,1,,,,,,,,,
0,,"なに、俺も依頼も逃げやしない
何事にもタイミングってのがあるからな
もちろん、それを見極めるのはお前自身だ","Nem eu nem a missão
vamos fugir.
Tudo tem seu momento,
e só você pode ver qual é.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,2,,,,,,,,,
0,,"やることは前回と同じで、最奥の宝箱の調査だ
もうお決まりのパターンになってるから
お前も薄々予感してただろ？","O trabalho é o mesmo:
investigar o baú final.
Já virou padrão, não?
Aposto que suspeitava.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,3,,,,,,,,,
0,,"今回の調査地候補は
魔赤島の《滝鳴洞穴》
　　　　《菌糸の襲窟》
ディナンにある《飛天のテラス》","Locais desta vez:
Em Ma Seki: 'Caverna da Cascata'
e 'Covil dos Fungos'.
Em Dinnan: 'Terraço Celeste'.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,4,,,,,,,,,
0,,"ダウにある《見捨てられた井戸》
メルゴダにある《秘匿の実験場》
この５ヶ所だ","Em Daw: 'Poço Abandonado'.
Em Mergoda: 'Laboratório Secreto'.
Cinco locais ao todo.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,5,,,,,,,,,
0,,"ここでは前回の３ヶ所よりも、よりランクの高い
素材が採れるって噂だぜ
当然、魔物もそれなりの強さだが、な","Dizem que aqui
há materiais melhores
que nos três da última vez.
Mas monstros fortes também.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,6,,,,,,,,,
0,,"５ヶ所のうち、１ヶ所の宝箱を調査できたら
俺のところに報告にきてくれ","Abra o baú de um dos cinco
e volte pra me contar.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,7,,,,,,,,,
0,,"いいか、もう一度説明するぞ
これからいう５ヶ所ある調査地候補の中から
１ヶ所を選んで最奥の宝箱を調べてこい","Atenção, vou repetir:
escolha um dos cinco locais
e investigue o baú final.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,8,,,,,,,,,
0,,"魔赤島の《滝鳴洞穴》
　　　　《菌糸の襲窟》
ディナンにある《飛天のテラス》","Em Ma Seki: 'Caverna da Cascata'
e 'Covil dos Fungos'.
Em Dinnan: 'Terraço Celeste'.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,9,,,,,,,,,
0,,"ダウにある《見捨てられた井戸》
メルゴダにある《秘匿の実験場》
この５ヶ所だ","Em Daw: 'Poço Abandonado'.
Em Mergoda: 'Laboratório Secreto'.
Cinco locais ao todo.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,10,,,,,,,,,
0,,"ここでは前回の３ヶ所よりも、よりランクの高い
素材が採れるって噂だぜ
当然、魔物もそれなりの強さだが、な","Dizem que aqui
há materiais melhores
que nos três da última vez.
Mas monstros fortes também.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,11,,,,,,,,,
0,,"５ヶ所のうち、１ヶ所の宝箱を調査できたら
俺のところに報告にきてくれ","Abra o baú de um dos cinco
e venha me contar.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,12,,,,,,,,,
0,,"平然と任務を達成してくるようになったな
その度胸が肝心なんだ
いい目をするようになってきた――","Você anda completando missões
com tranquilidade.
Essa coragem é vital.
Está ganhando um bom olhar.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,13,,,,,,,,,
0,,"《スポット情報》を見れば
どのダンジョンにどの素材があるかを
確認できるのは――もう覚えたな？","Já sabe, não?
'Info de Spot' mostra
que material há
em cada masmorra.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,14,,,,,,,,,
0,,"今までダンジョンに潜り続けた成果は
経験値として、もしくは装備品となって
お前の糧になっているはずだ","O fruto das masmorras
é sua experiência
ou o equipamento obtido.
Tudo isso é ganho seu.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,15,,,,,,,,,
0,,"腕試しとして
エクストリームミッションは最適かもな
気が向いたら参戦してみるといい","Missões Extremas
são ideais pra se testar.
Se quiser, participe.",ui\00_message\quest\q60200009.gmd,\quest\q60200009.arc,q60200009.arc,16,,,,,,,,,
0,,"フィンダムを調査中のガルドリン達から
報告が来ているようだ","Parece que chegou um relatório
de Galdorin e os outros
que investigam em Phindym.",ui\00_message\quest\q60200010.gmd,\quest\q60200010.arc,q60200010.arc,0,,,,,,,,,
0,,"共に聞くとしよう――
やれやれ、片時も落ち着けんわ","Vamos ouvir juntos.
Tsc... nem um momento de paz.",ui\00_message\quest\q60200010.gmd,\quest\q60200010.arc,q60200010.arc,1,,,,,,,,,
0,,"引き続きガルドリン達が、現地で警戒と監視に
当たってくれるそうだ","Galdorin e os outros
continuarão vigilantes no local.",ui\00_message\quest\q60200010.gmd,\quest\q60200010.arc,q60200010.arc,2,,,,,,,,,
0,,"おまえは竜の礎の傍にいるアイザックを訪ね
すぐさま準備にとりかかってくれ","Vá até Isaac, perto do Pilar do Dragão,
e comece os preparativos.",ui\00_message\quest\q60200010.gmd,\quest\q60200010.arc,q60200010.arc,3,,,,,,,,,
0,,"来たか――
いつも真面目な顔してご苦労なことだな
期待させたところ悪いが
今回はダンジョンの調査任務は無しだ","Ah, chegou.
Sempre com essa cara séria.
Mas sinto dizer: desta vez
não é missão de masmorra.",ui\00_message\quest\q60200010.gmd,\quest\q60200010.arc,q60200010.arc,4,,,,,,,,,
0,,"代わりに魔物を討伐してきてもらうことになっている
今のお前なら、十分その実力が備わっているだろう
頼んだぞ","Em vez disso, vai caçar monstros.
Com sua força atual,
acho que dá conta.
Estou contando com você.",ui\00_message\quest\q60200010.gmd,\quest\q60200010.arc,q60200010.arc,5,,,,,,,,,
0,,"新たなコンテンツ《ざわめきし大地》が
解放されました
ジョゼフからクエストを受注してみましょう","Novo conteúdo 'Terra Murmurante'
foi liberado.
Fale com Joseph para aceitar.",ui\00_message\quest\q60200010.gmd,\quest\q60200010.arc,q60200010.arc,6,,,,,,,,,
0,,フィンダムのガラダから急ぎの報せが入っている,"Chegou um aviso urgente
de Garada, em Phindym.",ui\00_message\quest\q60200011.gmd,\quest\q60200011.arc,q60200011.arc,0,,,,,,,,,
0,,"共に報告を聞くとするか――
やれやれ、片時も落ち着けんわ","Vamos ouvir juntos.
Tsc... nem um momento de paz.",ui\00_message\quest\q60200011.gmd,\quest\q60200011.arc,q60200011.arc,1,,,,,,,,,
0,,"フィンダムに残された闇が、今もなお
燻り続けているということか――","Então a escuridão deixada
em Phindym ainda arde...",ui\00_message\quest\q60200011.gmd,\quest\q60200011.arc,q60200011.arc,2,,,,,,,,,
